timestamp,amount,price,symbol
2013-03-18 12:25:48,1.7809331000000002,47.72574064,BTC
2013-03-18 12:25:51,0.01581752,47.72575064,BTC
2013-03-18 12:45:51,1.3619999999999999,47.70001,BTC
2013-03-18 12:46:00,0.25034275,47.69807069,BTC
2013-03-18 13:13:26,0.14291302,47.65999682,BTC
2013-03-18 13:13:27,36.15493568,47.65998682,BTC
2013-03-18 13:17:57,21.70835642,47.66,BTC
2013-03-18 13:30:37,94.97856388,47.70001,BTC
2013-03-18 13:30:41,226.66259796,47.70001,BTC
2013-03-18 15:11:37,0.6701699999999999,47.74799769,BTC
2013-03-18 15:11:42,0.6701699999999999,47.74799769,BTC
2013-03-18 15:11:46,0.6701699999999999,47.74799769,BTC
2013-03-18 17:30:21,17.8583682,47.8,BTC
2013-03-18 17:49:35,1.0,47.8,BTC
2013-03-18 17:49:41,1.0,47.8,BTC
2013-03-18 17:49:52,1.0,47.80003912,BTC
2013-03-18 17:50:53,5.0,47.8,BTC
2013-03-18 17:51:04,3.71,47.8,BTC
2013-03-18 18:51:11,3.07166891,47.83397069,BTC
2013-03-18 18:51:14,3.07166891,47.83193272,BTC
2013-03-18 18:51:21,3.02166883,47.83193272,BTC
2013-03-18 18:54:20,0.03958852,47.83414000000001,BTC
2013-03-18 18:56:09,0.33052227,47.86027738,BTC
2013-03-18 18:56:15,0.9490622,47.88028738,BTC
2013-03-18 19:19:22,1.01253645,47.89951,BTC
2013-03-18 19:19:24,24.67208796,47.918,BTC
2013-03-18 19:20:47,0.2,47.92,BTC
2013-03-18 19:26:07,1.0,47.946999999999996,BTC
2013-03-18 19:26:15,1.0,47.946999999999996,BTC
2013-03-18 19:26:31,1.0,47.946999999999996,BTC
2013-03-18 19:26:45,1.0,47.946999999999996,BTC
2013-03-18 19:26:58,1.0,47.94615723,BTC
2013-03-18 19:27:13,0.54161551,47.94600000000001,BTC
2013-03-18 19:27:15,1.45838449,47.946999999999996,BTC
2013-03-18 19:28:22,76.0,48.01923075,BTC
2013-03-18 19:28:24,87.52610042,48.02526057,BTC
2013-03-18 19:28:36,100.0,48.0307098,BTC
2013-03-18 19:28:41,0.26534601,48.075699799999995,BTC
2013-03-18 19:28:44,0.29292846,48.2807098,BTC
2013-03-18 19:28:46,2.07215406,48.2896698,BTC
2013-03-18 19:28:53,0.38593382,48.31252768,BTC
2013-03-18 19:28:55,0.07363054,48.32251768,BTC
2013-03-18 19:29:13,0.23913,48.32662651,BTC
2013-03-18 19:30:05,0.257,48.41187203,BTC
2013-03-18 19:30:09,0.257,48.41187203,BTC
2013-03-18 19:30:14,0.09970928,48.38064203,BTC
2013-03-18 19:30:19,0.519846,48.37993286,BTC
2013-03-18 19:30:30,0.05354994,48.41886659,BTC
2013-03-18 19:30:44,0.05354994,48.41918236,BTC
2013-03-18 19:30:51,0.05354994,48.41918236,BTC
2013-03-18 19:31:03,0.1906979,48.50554,BTC
2013-03-18 19:31:09,1.02562696,48.51355,BTC
2013-03-18 19:32:49,12.0,48.5138,BTC
2013-03-18 19:32:55,2.90490268,48.61131245,BTC
2013-03-18 19:32:59,0.11183,48.61779245,BTC
2013-03-18 19:33:04,40.0,48.62131245,BTC
2013-03-18 19:33:18,4.71038035,48.62442245,BTC
2013-03-18 19:33:52,10.0,48.55085991,BTC
2013-03-18 19:33:58,10.0,48.55291611,BTC
2013-03-18 19:34:02,10.0,48.5498799,BTC
2013-03-18 19:34:06,10.0,48.5498799,BTC
2013-03-18 19:39:04,13.0,48.59,BTC
2013-03-18 19:40:03,1.85839468,48.41904682,BTC
2013-03-18 19:40:04,40.0,48.59,BTC
2013-03-18 19:40:05,0.04426898,48.59260682,BTC
2013-03-18 19:40:08,1.85839468,48.41872241,BTC
2013-03-18 19:40:08,0.04426898,48.59228241,BTC
2013-03-18 19:40:11,81.58327061,48.60005241,BTC
2013-03-18 19:43:44,40.0,48.59,BTC
2013-03-18 19:44:32,44.42588777,48.600544799999994,BTC
2013-03-18 19:44:47,1.0,48.60185204,BTC
2013-03-18 19:45:07,0.1,48.60160621,BTC
2013-03-18 19:45:20,0.1,48.60162621,BTC
2013-03-18 19:45:29,0.1,48.43161934,BTC
2013-03-18 19:49:02,0.01,48.60001654,BTC
2013-03-18 19:52:28,9.99,48.828191499999996,BTC
2013-03-18 20:04:57,20.46,48.65800783,BTC
2013-03-18 20:07:07,10.0,48.65,BTC
2013-03-18 20:08:47,6.5,48.64,BTC
2013-03-18 20:09:05,5.51522889,48.6,BTC
2013-03-18 20:09:09,5.51522889,48.6,BTC
2013-03-18 20:09:12,4.48477111,48.6,BTC
2013-03-18 20:09:43,0.38336853,48.50008578,BTC
2013-03-18 20:09:46,0.38336853,48.50008578,BTC
2013-03-18 20:12:26,2.18329106,48.65517588,BTC
2013-03-18 20:12:32,2.18329106,48.65517588,BTC
2013-03-18 20:12:40,2.18329106,48.64899942,BTC
2013-03-18 20:12:45,2.18329106,48.64913363,BTC
2013-03-18 20:14:01,85.75160687,48.6,BTC
2013-03-18 20:15:29,0.24,48.42011152,BTC
2013-03-18 20:15:32,0.24,48.42011152,BTC
2013-03-18 20:15:45,3.07583703,48.72,BTC
2013-03-18 20:15:47,2.475,48.748979999999996,BTC
2013-03-18 20:16:00,2.4965653,48.42017289,BTC
2013-03-18 20:16:12,2.4965653,48.42017289,BTC
2013-03-18 20:16:46,0.01,48.71022601,BTC
2013-03-18 20:16:50,0.01,48.6,BTC
2013-03-18 20:26:13,0.49499575,48.58002617,BTC
2013-03-18 20:26:16,10.0,48.66002617,BTC
2013-03-18 20:26:19,10.0,48.70002617,BTC
2013-03-18 20:26:22,0.01,48.71002617,BTC
2013-03-18 20:26:25,23.01387021,48.72902617,BTC
2013-03-18 20:26:29,33.0,48.74002617,BTC
2013-03-18 20:26:34,1.0,48.74900617,BTC
2013-03-18 20:26:38,3.0,48.75900617,BTC
2013-03-18 20:26:45,0.49499575,48.58002617,BTC
