timestamp,amount,price,symbol
2013-06-10 10:34:59,0.1,105.0,BTC
2013-06-10 10:35:03,0.3169808,104.61,BTC
2013-06-10 10:36:17,0.4,105.0,BTC
2013-06-10 10:36:47,0.6414943000000001,105.01,BTC
2013-06-10 10:39:39,1.9222,105.0,BTC
2013-06-10 10:40:35,0.1489829,104.71,BTC
2013-06-10 10:41:51,1.574738,105.49,BTC
2013-06-10 10:43:46,0.4546165,105.61,BTC
2013-06-10 10:45:21,0.0974054,105.92,BTC
2013-06-10 10:48:33,0.40259459999999997,105.89,BTC
2013-06-10 10:48:43,0.2,105.9,BTC
2013-06-10 10:48:44,0.1148006,105.9,BTC
2013-06-10 10:48:45,0.0925446,106.1,BTC
2013-06-10 10:50:09,0.3132688,105.7,BTC
2013-06-10 10:50:10,0.9867312,105.88,BTC
2013-06-10 10:52:35,3.5615273000000003,105.12,BTC
2013-06-10 10:52:36,1.655631,104.92,BTC
2013-06-10 10:58:04,0.2074554,104.89,BTC
2013-06-10 10:59:21,2.0,104.6,BTC
2013-06-10 11:00:53,0.2,104.6,BTC
2013-06-10 11:01:16,0.052402199999999996,104.46,BTC
2013-06-10 11:03:12,19.2315815,104.0,BTC
2013-06-10 11:08:21,0.2,105.73,BTC
2013-06-10 11:28:52,0.2,105.4,BTC
2013-06-10 11:40:59,0.146377,104.93,BTC
2013-06-10 11:42:05,0.2,105.2,BTC
2013-06-10 11:42:07,0.2,105.4,BTC
2013-06-10 11:42:26,0.1384454,104.86,BTC
2013-06-10 11:44:26,0.7899866999999999,104.86,BTC
2013-06-10 11:46:26,0.5983857,104.85,BTC
2013-06-10 11:49:31,0.17702839999999995,104.87,BTC
2013-06-10 11:54:28,0.1699886,104.88,BTC
2013-06-10 11:54:35,0.2,105.2,BTC
2013-06-10 11:54:36,0.2,105.0,BTC
2013-06-10 12:05:43,4.5,104.8,BTC
2013-06-10 12:17:55,1.0100296,104.8,BTC
2013-06-10 12:19:26,0.1,104.5,BTC
2013-06-10 12:22:11,0.14009129999999995,104.05,BTC
2013-06-10 12:22:38,1.4,104.0,BTC
2013-06-10 12:23:23,0.9352374,104.69,BTC
2013-06-10 12:24:35,0.0025281999999999995,103.99,BTC
2013-06-10 12:24:51,4.0,103.98,BTC
2013-06-10 12:25:26,1.2857101,103.98,BTC
2013-06-10 12:25:27,1.0,103.96,BTC
2013-06-10 12:26:14,1.0,103.94,BTC
2013-06-10 12:26:14,0.9530163,103.88,BTC
2013-06-10 12:27:03,0.050537900000000004,103.95,BTC
2013-06-10 12:27:04,3.0,103.85,BTC
2013-06-10 12:27:04,3.1161288,103.83,BTC
2013-06-10 12:27:47,1.2267419,104.63,BTC
2013-06-10 12:27:51,7.0,103.82,BTC
2013-06-10 12:29:28,0.6533659,103.84,BTC
2013-06-10 12:32:46,0.8333333,103.93,BTC
2013-06-10 12:33:41,5.8142318,103.81,BTC
2013-06-10 12:33:41,0.1857682,103.79,BTC
2013-06-10 12:36:06,0.1,104.0,BTC
2013-06-10 12:38:23,4.0,103.78,BTC
2013-06-10 12:38:24,1.0,103.76,BTC
2013-06-10 12:38:25,0.8333333,103.71,BTC
2013-06-10 12:38:27,1.0,103.69,BTC
2013-06-10 12:38:29,1.9551098000000002,103.65,BTC
2013-06-10 12:38:30,1.0,103.61,BTC
2013-06-10 12:38:32,4.0,103.57,BTC
2013-06-10 12:38:40,2.2946591,104.29,BTC
2013-06-10 12:38:40,9.9540164,103.77,BTC
